QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
261	3	ctg57545_1_0_642_pos	99.06%	71.09%	317	2.80284e-106	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5603757?report=genbank
262	1	ctg627_53_59342_59981_pos	100.00%	87.74%	394	2.14736e-131	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX37511?report=genbank
262	2	ctg627_53_59342_59981_pos	100.00%	88.68%	393	3.77291e-131	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX47137?report=genbank
262	3	ctg627_53_59342_59981_pos	100.00%	88.68%	392	6.27916e-131	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX26023?report=genbank
263	1	ctg1807_24_25394_25931_neg	87.08%	63.23%	203	1.55411e-63	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5659094?report=genbank
263	2	ctg1807_24_25394_25931_neg	88.76%	63.29%	203	4.47989e-63	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5643361?report=genbank
263	3	ctg1807_24_25394_25931_neg	85.96%	50.33%	146	2.07973e-41	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5502180?report=genbank
265	1	ctg40418_1_0_519_pos	100.00%	86.63%	313	4.65475e-105	Farnesyl-diphosphate farnesyltransferase [Candidatus Sulfotelmatobacter sp.	https://www.ncbi.nlm.nih.gov/protein/SPE44390?report=genbank
265	2	ctg40418_1_0_519_pos	100.00%	83.14%	304	1.81128e-101	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5612616?report=genbank
265	3	ctg40418_1_0_519_pos	97.09%	84.62%	294	1.32568e-97	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5663625?report=genbank
266	1	ctg32498_1_0_492_neg	99.39%	65.03%	207	6.32909e-64	squalene synthase HpnC [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8395570?report=genbank
266	2	ctg32498_1_0_492_neg	99.39%	65.03%	207	6.46843e-64	squalene synthase HpnC [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8080213?report=genbank
266	3	ctg32498_1_0_492_neg	99.39%	64.42%	207	7.69949e-64	squalene synthase HpnC [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8599210?report=genbank
267	1	ctg80642_1_0_471_pos	98.72%	71.43%	225	5.59623e-71	phytoene/squalene synthase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBS1803149?report=genbank
267	2	ctg80642_1_0_471_pos	98.72%	74.03%	224	1.12655e-70	phytoene/squalene synthase family protein [Occallatibacter	https://www.ncbi.nlm.nih.gov/protein/WP_109488685?report=genbank
267	3	ctg80642_1_0_471_pos	98.72%	73.38%	224	2.71063e-70	phytoene/squalene synthase family protein [Terracidiphilus	https://www.ncbi.nlm.nih.gov/protein/WP_058185519?report=genbank
268	1	ctg783_42_42684_43155_neg	98.72%	74.68%	236	2.35735e-77	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYU52462?report=genbank
268	2	ctg783_42_42684_43155_neg	98.72%	74.68%	236	2.38334e-77	hypothetical protein AUH11_11115 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB36388?report=genbank
268	3	ctg783_42_42684_43155_neg	98.08%	75.16%	236	3.16758e-77	hypothetical protein AUH16_12315 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB16882?report=genbank
270	1	ctg214_71_82549_83017_pos	99.35%	70.97%	216	1.78479e-69	hypothetical protein AUG75_11640 [Cyanobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLE97153?report=genbank
270	2	ctg214_71_82549_83017_pos	99.35%	73.25%	214	1.98853e-68	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/MBS1864628?report=genbank
270	3	ctg214_71_82549_83017_pos	94.84%	53.12%	155	2.49769e-45	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYU52462?report=genbank
271	1	ctg607_49_49895_50363_pos	98.71%	52.94%	142	2.36624e-40	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5696731?report=genbank
272	1	ctg335_37_41551_42019_neg	98.71%	52.60%	155	1.51402e-45	hypothetical protein AUH16_12315 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB16882?report=genbank
272	2	ctg335_37_41551_42019_neg	98.71%	52.60%	155	2.82177e-45	hypothetical protein AUI12_07420 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB87185?report=genbank
272	3	ctg335_37_41551_42019_neg	98.71%	52.60%	154	6.2631e-45	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT45274?report=genbank
273	1	ctg327_52_56073_56535_neg	100.00%	63.64%	191	2.57463e-59	hypothetical protein AUH11_11115 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB36388?report=genbank
273	2	ctg327_52_56073_56535_neg	98.69%	63.82%	190	3.07087e-59	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYU84854?report=genbank
273	3	ctg327_52_56073_56535_neg	100.00%	62.99%	190	4.54916e-59	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYU52462?report=genbank
274	1	ctg74511_1_0_459_pos	98.68%	70.86%	210	1.31321e-64	stilbene synthase [Spartobacteria bacterium LR76]	https://www.ncbi.nlm.nih.gov/protein/PTX93324?report=genbank
274	2	ctg74511_1_0_459_pos	98.68%	70.20%	210	1.34202e-64	stilbene synthase [Terrimicrobium sacchariphilum] >dbj|GAT33926.1|	https://www.ncbi.nlm.nih.gov/protein/WP_075079604?report=genbank
274	3	ctg74511_1_0_459_pos	98.68%	68.87%	205	1.53618e-62	stilbene synthase [Verrucomicrobia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBN8711026?report=genbank
275	1	ctg2821_7_10829_11285_pos	87.42%	76.06%	206	5.71466e-65	DUF692 domain-containing protein, partial [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TLY85299?report=genbank
275	2	ctg2821_7_10829_11285_pos	78.81%	84.43%	207	3.29621e-64	DUF692 domain-containing protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9725180?report=genbank
275	3	ctg2821_7_10829_11285_pos	78.81%	83.61%	206	2.38859e-63	DUF692 domain-containing protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9316220?report=genbank
276	1	ctg50870_1_0_444_neg	95.27%	64.67%	196	7.59595e-55	non-ribosomal peptide synthetase [Mycobacterium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_067246231?report=genbank
276	2	ctg50870_1_0_444_neg	93.92%	68.03%	194	3.57756e-54	non-ribosomal peptide synthetase [Mycobacterium heidelbergense]	https://www.ncbi.nlm.nih.gov/protein/WP_083072085?report=genbank
276	3	ctg50870_1_0_444_neg	95.27%	63.76%	193	4.61024e-54	amino acid adenylation domain-containing protein,	https://www.ncbi.nlm.nih.gov/protein/WP_156764277?report=genbank
277	1	ctg2422_30_20191_20614_pos	86.43%	55.37%	134	1.79849e-37	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYU07063?report=genbank
277	2	ctg2422_30_20191_20614_pos	87.14%	53.28%	132	1.01949e-36	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT77783?report=genbank
277	3	ctg2422_30_20191_20614_pos	87.14%	54.10%	131	2.19051e-36	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT66035?report=genbank
278	1	ctg89487_1_0_426_pos	100.00%	78.72%	231	1.03009e-71	lanthionine synthetase C family protein	https://www.ncbi.nlm.nih.gov/protein/MBW8879506?report=genbank
278	2	ctg89487_1_0_426_pos	100.00%	61.70%	187	5.76761e-57	hypothetical protein KSX_04580 [Ktedonospora formicarum]	https://www.ncbi.nlm.nih.gov/protein/GHO42295?report=genbank
278	3	ctg89487_1_0_426_pos	100.00%	61.70%	188	3.80578e-55	lanthionine synthetase C family protein	https://www.ncbi.nlm.nih.gov/protein/WP_220191852?report=genbank
280	1	ctg154_101_113710_114085_pos	100.00%	91.94%	238	6.15682e-79	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT92595?report=genbank
280	2	ctg154_101_113710_114085_pos	100.00%	85.48%	222	8.29383e-73	hypothetical protein AUH11_04030 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB39489?report=genbank
280	3	ctg154_101_113710_114085_pos	100.00%	81.45%	214	1.09674e-69	hypothetical protein AUI12_09805 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB86103?report=genbank
281	1	ctg1507_17_18325_18700_neg	100.00%	75.00%	206	2.12704e-66	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT92595?report=genbank
281	2	ctg1507_17_18325_18700_neg	100.00%	70.97%	197	4.44895e-63	hypothetical protein AUI12_09805 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB86103?report=genbank
281	3	ctg1507_17_18325_18700_neg	100.00%	70.97%	196	1.37688e-62	hypothetical protein AUH11_04030 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB39489?report=genbank
282	1	ctg1385_15_19745_20120_neg	100.00%	77.42%	204	7.76182e-66	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5688952?report=genbank
282	2	ctg1385_15_19745_20120_neg	100.00%	76.61%	203	3.02496e-65	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT92595?report=genbank
282	3	ctg1385_15_19745_20120_neg	100.00%	75.81%	197	5.30242e-63	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT66035?report=genbank
283	1	ctg51_54_57464_57839_pos	97.58%	51.24%	142	2.70474e-41	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT77783?report=genbank
283	2	ctg51_54_57464_57839_pos	97.58%	52.07%	140	3.95056e-40	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT66035?report=genbank
283	3	ctg51_54_57464_57839_pos	97.58%	50.41%	137	3.76393e-39	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT92595?report=genbank
284	1	ctg79528_1_0_327_neg	50.46%	50.91%	71	2.46933e-13	Nif11-like leader peptide family natural	https://www.ncbi.nlm.nih.gov/protein/QLH38222?report=genbank
284	2	ctg79528_1_0_327_neg	52.29%	54.39%	67	6.10766e-12	Nif11-like leader peptide family natural	https://www.ncbi.nlm.nih.gov/protein/MBO6785097?report=genbank
284	3	ctg79528_1_0_327_neg	53.21%	51.72%	62	8.28652e-10	Nif11-like leader peptide family natural	https://www.ncbi.nlm.nih.gov/protein/MBT3399488?report=genbank
285	1	ctg39049_1_0_330_pos	100.00%	86.24%	188	1.98066e-57	squalene/phytoene synthase family protein [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/MBV8376937?report=genbank
285	2	ctg39049_1_0_330_pos	100.00%	85.32%	186	9.94465e-57	squalene/phytoene synthase family protein [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/MBV8140990?report=genbank
285	3	ctg39049_1_0_330_pos	100.00%	84.40%	183	1.22559e-55	squalene/phytoene synthase family protein [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/MBV9642028?report=genbank
286	1	ctg92602_1_0_324_pos	79.44%	67.06%	123	3.58862e-30	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBW4457214?report=genbank
286	2	ctg92602_1_0_324_pos	79.44%	68.24%	121	1.9054e-29	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBN1888045?report=genbank
286	3	ctg92602_1_0_324_pos	85.98%	61.96%	119	1.20462e-28	hypothetical protein AMJ56_16095 [Anaerolineae bacterium	https://www.ncbi.nlm.nih.gov/protein/KPK05307?report=genbank
287	1	ctg25231_1_0_300_neg	98.00%	55.10%	110	6.09923e-26	hypothetical protein DMG48_00830 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU53627?report=genbank
287	2	ctg25231_1_0_300_neg	84.00%	61.90%	110	1.21781e-25	hypothetical protein AUI02_03885 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB95307?report=genbank
287	3	ctg25231_1_0_300_neg	84.00%	61.90%	110	1.21781e-25	hypothetical protein AUH11_04025 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB39488?report=genbank
288	1	ctg16832_1_0_285_neg	100.00%	79.38%	167	3.2201e-49	farnesyl-diphosphate farnesyltransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX22120?report=genbank
288	2	ctg16832_1_0_285_neg	100.00%	79.38%	166	3.49726e-49	farnesyl-diphosphate farnesyltransferase, partial [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX39775?report=genbank
288	3	ctg16832_1_0_285_neg	98.95%	81.44%	160	2.94449e-46	farnesyl-diphosphate farnesyltransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX37507?report=genbank
289	1	ctg235_48_55774_56038_neg	100.00%	70.11%	133	1.36526e-38	hypothetical protein A3G75_15895 [Verrucomicrobia bacterium	https://www.ncbi.nlm.nih.gov/protein/OHE89045?report=genbank
289	2	ctg235_48_55774_56038_neg	98.85%	65.12%	124	9.37617e-34	stilbene synthase, partial [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/RPI48853?report=genbank
289	3	ctg235_48_55774_56038_neg	98.85%	65.12%	124	4.11042e-32	stilbene synthase [Verrucomicrobia bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYJ03427?report=genbank
290	1	ctg1723_1_0_249_neg	100.00%	89.16%	159	1.09919e-47	squalene synthase HpnC, partial [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT58015?report=genbank
290	2	ctg1723_1_0_249_neg	100.00%	86.75%	164	2.34012e-45	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT51726?report=genbank
290	3	ctg1723_1_0_249_neg	100.00%	89.16%	164	2.60464e-45	squalene synthase HpnC [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB88656?report=genbank
291	1	ctg451_25_30942_31113_pos	94.64%	73.58%	72	1.51667e-15	DUF1328 domain-containing protein [Paenibacillus herberti]	https://www.ncbi.nlm.nih.gov/protein/WP_089526897?report=genbank
291	2	ctg451_25_30942_31113_pos	87.50%	77.55%	72	2.89484e-15	DUF1328 domain-containing protein [Tissierellia bacterium]	https://www.ncbi.nlm.nih.gov/protein/NLY37487?report=genbank
291	3	ctg451_25_30942_31113_pos	87.50%	75.51%	71	4.34593e-15	DUF1328 domain-containing protein [Paenibacillus sp.	https://www.ncbi.nlm.nih.gov/protein/WP_128658326?report=genbank
